,stock_code,date,open_p,max_p,min_p,close_p,volume_s,volume_p,volume_s1,volume_s7,volume_s30,gap,re,OBV,K,D,J,CCI,MACD,var,credit
94,SH600519,2019-05-27,879.1,882.99,860.05,879.0,3916191,3417213696.0,4403409.0,4454000.0,6781438.0,22.940000000000055,-0.00011375270162668949,738836495.0,31.673679177427434,38.46812265751954,18.084792217243233,-53.114520180987,9342.548326702374,-0.01107931024954975,1.0
95,SH600519,2019-05-28,877.99,907.49,875.02,888.0,7477277,6670856192.0,3916191.0,4984200.0,6110254.0,32.47000000000003,0.011401041014134547,746313772.0,35.03972583086821,37.325323715302424,30.468530061999772,40.22670637573725,9346.113189420897,-0.01107931024954975,1.0
96,SH600519,2019-05-29,888.01,924.95,888.01,911.91,6564696,5963755520.0,7477277.0,4440799.0,4861217.0,36.940000000000055,0.026914111327575114,752878468.0,47.75957186481295,40.80340643180593,61.67190273082697,217.1851939896381,9402.500007915676,-0.01107931024954975,1.0
97,SH600519,2019-05-30,910.0,919.99,891.22,905.3,4024720,3634187776.0,6564696.0,4238565.0,4552300.0,28.769999999999982,-0.0051648351648352145,748853748.0,55.64300280584499,45.749938556485624,75.42913130456374,384.50754048181335,9432.193345745192,-0.01107931024954975,1.0
98,SH600519,2019-05-31,900.53,906.99,890.0,890.0,3579380,3211384832.0,4024720.0,3204158.0,4642344.0,16.99000000000001,-0.011693114055056436,745274368.0,53.478282970519665,48.32605336116364,63.78274218923171,737.5592603058238,9421.404462816656,-0.011347246569783843,-1.0
99,SH600519,2019-06-03,892.0,901.35,886.28,892.0,3447924,3076922368.0,3579380.0,5805863.0,4076102.0,15.07000000000005,0.0,748722292.0,53.00511555908448,49.88574076047058,59.24386515631227,-15.775105999886978,9417.41342072114,-0.011347246569783843,1.0
100,SH600519,2019-06-04,895.0,895.43,871.0,875.3,3968948,3481384192.0,3447924.0,4403409.0,1959852.0,24.42999999999995,-0.022011173184357594,744753344.0,44.59034475363376,48.12060875819164,37.52981674451799,172.3188705124788,9376.961070122383,-0.011347246569783843,-1.0
101,SH600519,2019-06-05,884.0,886.26,870.0,871.6,3406736,2988114688.0,3968948.0,3916191.0,3237978.0,16.25999999999999,-0.014027149321266943,741346608.0,35.65909989225304,43.96677246954545,19.043754737668223,408.05614833783324,9336.876598007206,-0.011376816177821155,-1.0
102,SH600519,2019-06-06,875.62,875.77,858.0,862.13,3478685,3009567744.0,3406736.0,7477277.0,4062796.0,17.769999999999982,-0.015406226445261654,737867923.0,25.82899415271437,37.92084636393509,1.6452897302729212,-721.7765042980169,9284.194007218206,-0.011376816177821155,-1.0
103,SH600519,2019-06-10,857.98,878.95,840.0,871.08,5550246,4790052352.0,3478685.0,6564696.0,4885205.0,38.950000000000045,0.015268421175318798,743418169.0,29.41473849929831,35.08547707572283,18.07326134644927,-165.56455176316402,9262.791226863352,-0.011376816177821155,1.0
104,SH600519,2019-06-11,876.0,915.61,875.0,910.89,8010644,7209086976.0,5550246.0,4024720.0,4522700.0,40.610000000000014,0.03982876712328766,751428813.0,47.42618823241427,39.199047461286646,63.88046977466952,224.15252677684524,9335.016828481579,-0.011376816177821155,1.0
105,SH600519,2019-06-12,906.22,910.99,894.0,906.7,3774740,3420899328.0,8010644.0,3579380.0,3980134.0,16.99000000000001,0.0005296727064068528,747654073.0,59.41259988090861,45.9368982678273,86.36400310707123,490.91944062124054,9382.543193016807,-0.011376816177821155,1.0
106,SH600519,2019-06-13,910.0,912.3,897.0,910.0,3291742,2984741632.0,3774740.0,3447924.0,4327768.0,15.299999999999955,0.0,750945815.0,70.46851542560948,54.114103987088036,103.17733830265236,-1988.485537973224,9427.330329641522,-0.011376816177821155,1.0
107,SH600519,2019-06-14,911.0,932.3,910.02,913.0,4245504,3905679104.0,3291742.0,3968948.0,5257230.0,22.279999999999973,0.0021953896816684962,755191319.0,73.34231833718856,60.523508770454875,98.97993747065594,-293.31143352495263,9469.264779622254,-0.011376816177821155,1.0
108,SH600519,2019-06-17,907.0,926.94,906.02,911.6,3276903,3001512192.0,4245504.0,3406736.0,3594318.0,20.920000000000073,0.005071664829106971,751914416.0,74.75258925621168,65.26653559904048,93.72469657055407,-106.21791385396418,9499.0974563492,-0.011376816177821155,1.0
109,SH600519,2019-06-18,917.0,920.0,902.6,917.0,2944138,2687680000.0,3276903.0,3478685.0,13509968.0,17.399999999999977,0.0,754858554.0,77.64293238243654,69.39200119350583,94.14479476029797,-31.47091671949038,9534.59719748779,-0.011376816177821155,1.0
110,SH600519,2019-06-19,940.0,946.7,932.01,932.01,5372640,5051192832.0,2944138.0,5550246.0,10083726.0,14.690000000000055,-0.00850000000000001,760231194.0,80.506097377107,73.09669992137289,95.32489228857523,-75.93748885414352,9596.03980344716,-0.011376816177821155,1.0
111,SH600519,2019-06-20,932.5,975.5,932.2,975.0,6727197,6468665856.0,5372640.0,8010644.0,8188298.0,43.299999999999955,0.045576407506702415,766958391.0,86.88106368805904,77.6914878436016,105.26021537697392,-108.5336113611181,9740.454122019022,-0.011376816177821155,1.0
112,SH600519,2019-06-21,969.97,984.49,964.5,976.3,4592675,4482726912.0,6727197.0,3774740.0,9154515.0,19.99000000000001,0.006525975030155497,771551066.0,88.76066406798539,81.38121325172953,103.51956570049711,-107.33527750091828,9856.93823751764,-0.011376816177821155,1.0
113,SH600519,2019-06-24,978.3,999.69,975.0,987.1,4577920,4532527104.0,4592675.0,3291742.0,7990738.0,24.690000000000055,0.008995195747725717,776128986.0,88.53637736364446,83.76626795570117,98.07659617953104,-99.6417153522548,9972.634266733017,-0.011347246569783843,1.0
114,SH600519,2019-06-25,992.0,999.0,967.0,982.98,5129595,5035624448.0,4577920.0,4245504.0,4663718.0,32.0,-0.009092741935483853,770999391.0,86.93349298193688,84.82200963111308,91.1564596835845,-63.90900275016924,10054.328093256006,-0.011347246569783843,1.0
115,SH600519,2019-06-26,985.0,985.0,971.22,979.86,2958818,2896585472.0,5129595.0,3276903.0,5998312.0,13.779999999999973,-0.005218274111675113,768040573.0,84.48087914042812,84.70829946755141,84.02603848618153,-32.02885928068569,10111.483341418983,-0.011347246569783843,1.0
116,SH600519,2019-06-27,985.0,1001.0,981.12,996.35,4797845,4772724224.0,2958818.0,2944138.0,6312425.0,19.879999999999995,0.011522842639593932,772838418.0,88.07871617491956,85.83177170334079,92.57260511807709,-36.60495076290801,10193.17878885544,-0.011347246569783843,1.0
117,SH600519,2019-06-28,985.99,988.88,971.33,984.0,3108840,3050739200.0,4797845.0,5372640.0,4454000.0,17.549999999999955,-0.0020182760474244253,769729578.0,86.2936698618705,85.98573775618404,86.9095340732434,3.879355345652948,10229.723323906488,-0.01107931024954975,1.0
118,SH600519,2019-07-01,1004.52,1035.6,1000.22,1031.86,5233723,5325575680.0,3108840.0,6727197.0,4984200.0,35.37999999999988,0.027216979253772866,774963301.0,89.65898420691292,87.21015323976034,94.55664614121807,-76.41237985103415,10365.362066819021,-0.01107931024954975,1.0
119,SH600519,2019-07-02,1025.0,1029.5,1016.0,1025.0,3906109,3989722112.0,5233723.0,4592675.0,4440799.0,13.5,0.0,771057192.0,89.68883924561443,88.03638190837837,92.99375392008656,-67.3414645392088,10456.66738417603,-0.01107931024954975,1.0
120,SH600519,2019-07-03,1020.0,1023.0,981.5,987.9,6713932,6717755904.0,3906109.0,4577920.0,4238565.0,41.5,-0.03147058823529414,764343260.0,70.76302363209739,82.27859581628472,47.73187926372273,3.0887561254287412,10445.448035993948,-0.01107931024954975,-1.0
121,SH600519,2019-07-04,985.8,990.8,971.22,981.2,4621668,4531685888.0,6713932.0,5129595.0,3204158.0,19.579999999999927,-0.004666260904848762,759721592.0,54.07525190633512,72.87748117963486,16.470793359735637,102.15875710036522,10421.518737368706,-0.01107931024954975,1.0
122,SH600519,2019-07-05,986.0,1006.0,976.3,999.82,5003271,4968920576.0,4621668.0,2958818.0,5805863.0,29.700000000000045,0.014016227180527434,764724863.0,51.99768980344601,65.91755072090524,24.157967968527544,52.4338413130769,10444.252348065453,-0.01107931024954975,1.0
123,SH600519,2019-07-08,995.05,997.9,975.0,984.86,3361352,3313713152.0,5003271.0,4797845.0,4403409.0,22.899999999999977,-0.010240691422541522,761363511.0,41.72736118407222,57.85415420862756,9.473775134961542,241.0938654841012,10428.677414486123,-0.01107931024954975,1.0
124,SH600519,2019-07-09,979.3,989.0,968.35,976.06,3172332,3103986432.0,3361352.0,3108840.0,3916191.0,20.649999999999977,-0.0033084856530174707,758191179.0,31.639802127671413,49.116036848308845,-3.3126673136034555,3363.8987541580354,10396.744516166398,-0.01107931024954975,1.0
125,SH600519,2019-07-10,980.93,990.58,977.0,982.52,2816670,2774054656.0,3172332.0,5233723.0,7477277.0,13.580000000000041,0.0016209107683525144,761007849.0,28.116745408534342,42.116273035050675,0.11769015550167694,-77.34165862208467,10386.089084085228,-0.01077358268362016,1.0
126,SH600519,2019-07-11,989.96,998.38,976.0,981.5,3051419,3011117056.0,2816670.0,3906109.0,6564696.0,22.379999999999995,-0.00854579983029621,757956430.0,25.262464720931195,36.49833693034418,2.7907203021052283,2.781355049967871,10375.48661559441,-0.010645156620925215,1.0
127,SH600519,2019-07-12,981.3,991.5,980.01,986.09,2817385,2778937856.0,3051419.0,6713932.0,4024720.0,11.490000000000009,0.004881279934780472,760773815.0,26.511853013736097,33.169508958141485,13.196541124925318,9.297723567655447,10377.483932523359,-0.010645156620925215,1.0
128,SH600519,2019-07-15,967.8,980.1,951.13,975.93,5987040,5785726464.0,2817385.0,4621668.0,3579380.0,28.970000000000027,0.008400495970241782,754786775.0,29.176818107668577,31.83861200798385,23.853230307038025,-123.71543978988961,10356.428912139128,-0.010645156620925215,1.0
129,SH600519,2019-07-16,975.45,982.3,965.0,968.0,3324524,3226755584.0,5987040.0,5003271.0,3447924.0,17.299999999999955,-0.007637500640729966,751462251.0,29.699678143099145,31.12563405302228,26.84776632325287,-53.167158883856914,10322.219770290141,-0.010398123489048526,1.0
130,SH600519,2019-07-17,968.0,972.99,962.13,963.5,2546887,2459954432.0,3324524.0,3361352.0,3968948.0,10.860000000000014,-0.0046487603305785125,748915364.0,27.314517219024975,29.85526177502318,22.23302810702856,-72.73382555869067,10285.338529298571,-0.010237304775598246,1.0
131,SH600519,2019-07-18,961.5,963.0,947.18,947.5,3925295,3748507392.0,2546887.0,3172332.0,3406736.0,15.82000000000005,-0.014560582423296931,744990069.0,18.418011479350017,26.042845009798793,3.1683444184524703,-136.62133213769954,10220.65533043713,-0.010398123489048526,-1.0
132,SH600519,2019-07-19,955.0,960.8,948.0,955.87,2801481,2679887360.0,3925295.0,2816670.0,3478685.0,12.799999999999955,0.0009109947643979106,747791550.0,17.936226402900044,23.340638807499207,7.127401593701713,-88.6003293342727,10188.590821449421,-0.010398123489048526,1.0
133,SH600519,2019-07-22,960.0,964.0,950.25,957.02,2812549,2695084032.0,2801481.0,3051419.0,5550246.0,13.75,-0.0031041666666666856,750604099.0,18.363734268600044,21.681670627866154,11.727861550067828,-48.03296925566309,10166.07310491477,-0.010398123489048526,1.0
134,SH600519,2019-07-23,962.3,962.59,943.86,953.98,3248395,3087319296.0,2812549.0,2817385.0,8010644.0,18.730000000000018,-0.008645952405694624,747355704.0,18.429821378381934,20.59772087803808,14.09402237906965,-38.06550415129351,10141.698529134215,-0.010398123489048526,1.0
135,SH600519,2019-07-24,958.31,959.9,944.69,946.36,4677120,4450509824.0,3248395.0,5987040.0,3774740.0,15.209999999999923,-0.012469868831588873,742678584.0,14.03577792423895,18.410406560105034,5.2865206525067805,-31.41891386608056,10105.614705444861,-0.010645156620925215,-1.0
136,SH600519,2019-07-25,945.97,963.36,938.15,963.0,3825570,3633246208.0,4677120.0,3324524.0,3291742.0,25.210000000000036,0.018002685074579503,746504154.0,28.118982187318256,21.646598435842776,41.06374969026922,-3.4104339830207153,10114.55114588775,-0.010645156620925215,1.0
137,SH600519,2019-07-26,961.97,971.0,958.55,965.03,2646759,2556208896.0,3825570.0,2546887.0,4245504.0,12.450000000000045,0.0031809723795959803,749150913.0,39.04043886100568,27.44454524423041,62.232226094556225,99.5120463555952,10126.250199519844,-0.010645156620925215,1.0
138,SH600519,2019-07-29,962.03,979.5,960.01,976.41,2698133,2626793472.0,2646759.0,3925295.0,3276903.0,19.49000000000001,0.014947558807937378,751849046.0,56.8693614978248,37.25281732876187,96.10244983595065,2466.2713019767193,10161.005104775537,-0.010645156620925215,1.0
139,SH600519,2019-07-30,976.5,983.0,971.0,978.93,1953797,1911965184.0,2698133.0,2801481.0,2944138.0,12.0,0.00248847926267276,753802843.0,68.22134319104333,47.57565928285569,109.51271100741862,-262.39680976521925,10194.073762282504,-0.010645156620925215,1.0
140,SH600519,2019-07-31,975.0,981.77,966.59,972.6,2252620,2191909888.0,1953797.0,2812549.0,5372640.0,15.17999999999995,-0.002461538461538438,751550223.0,71.0847601949951,55.412026253568825,102.43022807784763,-95.55079540568809,10205.99978392296,-0.010398123489048526,1.0
141,SH600519,2019-08-01,976.51,977.0,953.02,959.3,3508952,3385045760.0,2252620.0,3248395.0,6727197.0,23.980000000000018,-0.017623987465566187,748041271.0,63.10890367514721,57.97765206076162,73.37140690391838,32.3475296806322,10185.68090481409,-0.010645156620925215,-1.0
142,SH600519,2019-08-02,944.0,957.98,943.0,954.45,3971940,3772328960.0,3508952.0,4677120.0,4592675.0,14.980000000000018,0.011069915254237336,744069331.0,54.18705804281465,56.714120721445966,49.13293268555202,187.8140782234976,10158.870974972406,-0.010645156620925215,1.0
143,SH600519,2019-08-05,945.0,954.0,940.0,942.43,3677431,3473341440.0,3971940.0,3825570.0,4577920.0,14.0,-0.0027195767195767723,740391900.0,39.30567897763263,50.911306806841516,16.09442331921487,1016.0822606893591,10110.92985261424,-0.010645156620925215,1.0
144,SH600519,2019-08-06,931.0,948.0,923.8,946.3,4399116,4121445120.0,3677431.0,2646759.0,5129595.0,24.200000000000045,0.016433941997851722,744791016.0,38.87270490400733,46.89843950589679,22.821235700228414,-641.2715315368745,10081.89578014151,-0.010645156620925215,1.0
145,SH600519,2019-08-07,949.5,955.53,945.0,945.0,2686998,2553463296.0,4399116.0,2698133.0,2958818.0,10.529999999999973,-0.004739336492890996,742104018.0,37.852073539608504,43.882984183800694,25.790252251224118,-88.36784538600645,10056.198061922358,-0.010645156620925215,1.0
146,SH600519,2019-08-08,953.5,974.0,952.0,971.68,3880813,3755087104.0,2686998.0,1953797.0,4797845.0,22.0,0.019066596748820084,745984831.0,52.19417515253178,46.65338117337772,63.27576311083989,102.73131722700792,10095.688816424034,-0.010645156620925215,1.0
147,SH600519,2019-08-09,978.5,980.95,958.99,962.03,2846170,2760764416.0,3880813.0,2252620.0,3108840.0,21.960000000000036,-0.01683188553909047,743138661.0,56.322017669255416,49.87626000533695,69.21353299709234,133.632879422105,10105.253040485693,-0.010645156620925215,-1.0
148,SH600519,2019-08-12,1010.31,1020.1,995.01,1018.63,8149895,8208540672.0,2846170.0,3508952.0,5233723.0,25.090000000000032,0.008235096158604835,751288556.0,70.372518529244,56.70834617997264,97.70086322778673,-1295.0666921948898,10239.361191196796,-0.010645156620925215,1.0
149,SH600519,2019-08-13,1016.16,1026.0,1010.68,1017.95,3032970,3088013824.0,8149895.0,3971940.0,3906109.0,15.32000000000005,0.0017615336167533433,748255586.0,77.62277490990698,63.67982242328409,105.50867988315277,-283.69074244616394,10343.40270901469,-0.010398123489048526,1.0
150,SH600519,2019-08-14,1030.02,1051.9,1030.02,1043.33,4141095,4327071232.0,3032970.0,3677431.0,6713932.0,21.88000000000011,0.012922079182928434,752396681.0,82.8518213164667,70.07048872101161,108.41448650737686,-166.96286717162445,10481.983418480539,-0.010398123489048526,1.0
151,SH600519,2019-08-15,1028.0,1046.48,1028.0,1044.9,2723739,2821331200.0,4141095.0,4399116.0,4621668.0,18.480000000000018,0.016439688715953395,755120420.0,86.74638725287214,75.62912156496513,108.98091862868617,-85.58304253443247,10594.473415352306,-0.010237304775598246,1.0
152,SH600519,2019-08-16,1049.84,1075.58,1041.0,1054.6,3608673,3822488320.0,2723739.0,2686998.0,5003271.0,34.57999999999993,0.004534024232263956,758729093.0,86.55671215900617,79.2716517629788,101.12683295106089,-72.1110685326817,10704.564924781109,-0.010158392709263598,1.0
153,SH600519,2019-08-19,1061.0,1069.98,1049.05,1055.88,3286758,3471558144.0,3608673.0,3880813.0,3361352.0,20.930000000000064,-0.004825636192271339,762015851.0,86.00896244306445,81.51742198967402,94.99204334984532,-50.796945667932896,10793.923189537041,-0.009894031426605764,1.0
154,SH600519,2019-08-20,1055.0,1073.68,1050.0,1070.0,2860213,3038219264.0,3286758.0,2846170.0,3172332.0,23.680000000000064,0.014218009478672985,764876064.0,89.16754371642611,84.06746256525805,99.36770601876222,-33.08353317346201,10895.661311160762,-0.009570466120227631,1.0
155,SH600519,2019-08-21,1070.1,1076.97,1061.66,1066.0,2506662,2678841856.0,2860213.0,8149895.0,2816670.0,15.309999999999945,-0.003831417624520988,762369402.0,89.67896709986975,85.9379640767953,97.16097314601868,-32.579507803949646,10966.631025613351,-0.009570466120227631,1.0
156,SH600519,2019-08-22,1072.99,1104.0,1070.0,1104.0,3759078,4099045120.0,2506662.0,3032970.0,3051419.0,34.0,0.02890054893335445,766128480.0,93.11931139991316,88.33174651783459,102.6944411640703,-55.815257673492106,11107.291963218418,-0.009319257570249411,1.0
157,SH600519,2019-08-23,1105.0,1133.56,1095.62,1130.1,4019230,4495782912.0,3759078.0,4141095.0,2817385.0,37.940000000000055,0.02271493212669675,770147710.0,94.47428919716431,90.37926074427783,102.66434610293729,-83.79461159643208,11276.208219510872,-0.009319257570249411,1.0
158,SH600519,2019-08-26,1113.0,1128.0,1096.68,1102.95,4849789,5382792192.0,4019230.0,2723739.0,5987040.0,31.319999999999936,-0.00902964959568729,765297921.0,86.65028399426973,89.13626849427514,81.6783149942589,-53.83059203536027,11348.284042610301,-0.009319257570249411,1.0
159,SH600519,2019-08-27,1117.0,1131.31,1109.0,1109.0,5216421,5830618112.0,4849789.0,3608673.0,3324524.0,22.309999999999945,-0.007162041181736795,770514342.0,83.34472640163644,87.20575446339558,75.62267027811816,-58.02308812438052,11418.35504979102,-0.009319257570249411,1.0
160,SH600519,2019-08-28,1109.0,1123.19,1083.01,1100.11,4700967,5169779200.0,5216421.0,3286758.0,2546887.0,40.180000000000064,-0.008016230838593418,765813375.0,76.85024399118025,83.7539176393238,63.04289669489313,-12.163205338911155,11453.473569480664,-0.009319257570249411,1.0
161,SH600519,2019-08-29,1105.0,1118.18,1092.5,1113.1,2933042,3247704320.0,4700967.0,2860213.0,3925295.0,25.680000000000064,0.007330316742081366,768746417.0,76.496778445901,81.33487124151621,66.8205928546706,-12.470959674100337,11510.032163324746,-0.009147760199433357,1.0
162,SH600519,2019-08-30,1125.0,1146.0,1123.0,1142.0,4489077,5093877248.0,2933042.0,2506662.0,2801481.0,23.0,0.015111111111111112,773235494.0,82.94229674171179,81.8706797415814,85.08553074197255,-60.61145007369339,11619.075576971394,-0.009147760199433357,1.0
163,SH600519,2019-09-02,1139.99,1144.98,1129.0,1138.76,2823433,3210850560.0,4489077.0,3759078.0,2812549.0,15.980000000000018,-0.001078956832954691,770412061.0,85.76676394906309,83.16937447740862,90.96154289237202,-55.90319031903177,11697.585595750634,-0.00906249999999999,1.0
164,SH600519,2019-09-03,1140.0,1151.02,1128.56,1140.0,2948509,3358578432.0,2823433.0,4019230.0,3248395.0,22.460000000000036,0.0,773360570.0,85.97731601376692,84.10535498952805,89.72123806224465,-76.74376462060414,11762.078025862114,-0.00906249999999999,1.0
165,SH600519,2019-09-04,1140.8,1142.91,1120.11,1125.01,3360022,3785904640.0,2948509.0,4849789.0,4677120.0,22.800000000000182,-0.013841164095371637,770000548.0,77.9034187334832,82.03804290417976,69.63417039209011,-25.708009689285564,11779.262447844221,-0.009147760199433357,-1.0
166,SH600519,2019-09-05,1129.0,1144.9,1128.0,1144.0,3293084,3746608128.0,3360022.0,5216421.0,3825570.0,16.90000000000009,0.013286093888396812,773293632.0,81.82827533268828,81.96812038034926,81.5485852373663,-49.397996467527996,11835.208055733723,-0.009147760199433357,1.0
167,SH600519,2019-09-06,1144.5,1146.15,1131.0,1142.49,2617659,2978155776.0,3293084.0,4700967.0,2646759.0,15.150000000000091,-0.0017562254259501887,770675973.0,83.70475915675274,82.54699997248376,86.02027752529071,-22.7694854250282,11875.859254571413,-0.009147760199433357,1.0
168,SH600519,2019-09-09,1145.0,1148.0,1135.0,1136.52,2937934,3346080768.0,2617659.0,2933042.0,2698133.0,13.0,-0.00740611353711792,767738039.0,82.0297080846028,82.3745693431901,81.33998556742819,-7.686955009023879,11894.51331496225,-0.00906249999999999,1.0
169,SH600519,2019-09-10,1134.3,1135.0,1120.01,1123.85,2622707,2952753664.0,2937934.0,4489077.0,1953797.0,14.990000000000009,-0.009212730318257997,765115332.0,72.54361491354469,79.0975845333083,59.43567567401749,92.32906363630275,11880.892005055632,-0.009147760199433357,-1.0
170,SH600519,2019-09-11,1119.22,1119.97,1068.0,1069.52,8171654,8904690688.0,2622707.0,2823433.0,2252620.0,51.97000000000003,-0.04440592555529748,756943678.0,48.97270465046558,69.05595790569406,8.806198140008632,-677.3438173572449,11748.747219760624,-0.009147760199433357,-1.0
171,SH600519,2019-09-12,1066.0,1109.98,1066.0,1099.0,4121133,4498210304.0,8171654.0,2948509.0,3508952.0,43.98000000000002,0.03095684803001876,761064811.0,45.586601971164306,61.2328392608508,14.29412739179132,-195.37329570186483,11710.746958531141,-0.009147760199433357,1.0
172,SH600519,2019-09-16,1083.0,1103.95,1083.0,1099.0,3137180,3432292096.0,4121133.0,3360022.0,3971940.0,20.950000000000045,0.014773776546629732,761064811.0,43.32920018496346,55.26495956888835,19.457681417113676,-113.84371690380598,11681.003213990383,-0.00906249999999999,1.0
173,SH600519,2019-09-17,1094.0,1106.66,1087.0,1094.01,2519693,2767385856.0,3137180.0,3293084.0,3677431.0,19.660000000000082,9.140767824488944e-06,758545118.0,40.27231231843092,50.267410485402536,20.28211598448769,-53.369997994900714,11646.617342149128,-0.009030953830101711,1.0
174,SH600519,2019-09-18,1108.5,1150.0,1108.18,1148.9,6931447,7899560448.0,2519693.0,2617659.0,4399116.0,41.819999999999936,0.03644564727108714,765476565.0,59.74503360911271,53.42661819330593,72.38186444072628,140.39623331914459,11742.469628168577,-0.009030953830101711,1.0
175,SH600519,2019-09-19,1148.0,1150.0,1137.1,1145.0,2447980,2800064512.0,6931447.0,2937934.0,2686998.0,12.900000000000091,-0.002613240418118467,763028585.0,71.17922875528149,59.34415504729778,94.84937617124889,308.532742965326,11809.376908722814,-0.009030953830101711,1.0
176,SH600519,2019-09-20,1151.0,1160.0,1147.59,1157.42,3762666,4346138112.0,2447980.0,2622707.0,3880813.0,12.410000000000082,0.005577758470894937,766791251.0,79.87125888649975,66.18652299369843,107.24073067210239,-4798.421693320826,11889.936959688326,-0.009002004285023131,1.0
177,SH600519,2019-09-23,1157.0,1157.0,1131.0,1149.0,3002633,3431058944.0,3762666.0,8171654.0,2846170.0,26.0,-0.006914433880726016,763788618.0,82.68013003780834,71.68439200840173,104.67160609662156,-103.90770563880929,11934.613191170749,-0.0088101556900268,1.0
178,SH600519,2019-09-24,1155.0,1184.9,1152.0,1184.0,3626913,4259834112.0,3002633.0,4121133.0,8149895.0,32.90000000000009,0.025108225108225107,767415531.0,88.20110715724927,77.18996372468423,110.22339402237932,-107.88376997804767,12048.097916456703,-0.0088101556900268,1.0
179,SH600519,2019-09-25,1180.0,1188.87,1170.5,1174.0,2402458,2832308480.0,3626913.0,3137180.0,3032970.0,18.36999999999989,-0.005084745762711864,765013073.0,88.09999748466521,80.82664164467789,102.64670916463984,-68.10427739812684,12115.110285967874,-0.008595876117995418,1.0
180,SH600519,2019-09-26,1174.94,1183.35,1158.81,1167.0,2608194,3050478336.0,2402458.0,2519693.0,4141095.0,24.539999999999964,-0.006757791887245353,762404879.0,85.1808616460534,82.27804831180306,90.98648831455407,-19.951829129743313,12152.217674807036,-0.008595876117995418,1.0
181,SH600519,2019-09-27,1164.0,1183.0,1153.0,1174.75,2282661,2671754240.0,2608194.0,6931447.0,2723739.0,30.0,0.009235395189003437,764687540.0,85.50030676930378,83.35213446430329,89.79665137930473,-14.939753966876758,12198.760039459903,-0.00852289991514811,1.0
182,SH600519,2019-09-30,1163.0,1169.43,1150.0,1150.0,3082514,3565988608.0,2282661.0,2447980.0,3608673.0,19.430000000000064,-0.01117798796216681,761605026.0,74.27619905990105,80.32682266283588,62.17495185403138,30.66781415904732,12180.068675495915,-0.00852289991514811,-1.0
183,SH600519,2019-10-08,1153.0,1180.0,1152.01,1167.1,3104527,3631091456.0,3082514.0,3762666.0,3286758.0,27.99000000000001,0.012228967909800442,764709553.0,70.31119911982573,76.98828148183249,56.9570343958122,0.9181044578022758,12203.611567210508,-0.00852289991514811,1.0
184,SH600519,2019-10-09,1166.2,1166.2,1135.05,1146.81,3578857,4105282304.0,3104527.0,3002633.0,2860213.0,31.15000000000009,-0.01662665066026419,761130696.0,55.980751028907484,69.98577133085749,27.970710425007468,155.89411169840417,12176.824219407015,-0.008595876117995418,-1.0
185,SH600519,2019-10-10,1127.0,1158.93,1109.02,1155.0,4117370,4685560320.0,3578857.0,3626913.0,2506662.0,49.91000000000008,0.024844720496894408,765248066.0,56.514823374312385,65.49545534534245,38.55355943225226,-10544.716275900164,12174.109832289174,-0.008595876117995418,1.0
186,SH600519,2019-10-11,1157.0,1175.0,1152.21,1174.6,2868925,3343559936.0,4117370.0,2402458.0,3759078.0,22.789999999999964,0.015211754537597155,768116991.0,65.0528795361206,65.34793007560184,64.46277845715812,194.99628630625074,12215.878253875155,-0.008595876117995418,1.0
187,SH600519,2019-10-14,1186.0,1187.66,1170.0,1180.0,2718751,3209362944.0,2868925.0,2608194.0,4019230.0,17.660000000000082,-0.00505902192242833,770835742.0,72.99914365234177,67.89833460118182,83.20076175466167,2881.890373814074,12260.913655522721,-0.00852289991514811,1.0
188,SH600519,2019-10-15,1180.0,1215.68,1177.03,1211.0,4003473,4806856192.0,2718751.0,2282661.0,4849789.0,38.65000000000009,0.026271186440677965,774839215.0,80.53683768959792,72.11116896398718,97.38817514081938,-514.7725284339332,12365.74416460784,-0.00852289991514811,1.0
189,SH600519,2019-10-16,1168.0,1187.5,1160.0,1170.0,5915059,6935972864.0,4003473.0,3082514.0,5216421.0,27.5,0.0017123287671232876,768924156.0,72.74866621646673,72.32366804814704,73.5986625531061,-4.732189287571057,12356.636835237445,-0.00852289991514811,1.0
190,SH600519,2019-10-17,1176.0,1186.66,1162.5,1183.33,3050870,3578144000.0,5915059.0,3104527.0,4700967.0,24.160000000000082,0.0062329931972788495,771975026.0,71.72243726888141,72.12325778839183,70.92079622986057,-28.688777017302534,12379.29843347627,-0.00852289991514811,1.0
191,SH600519,2019-10-18,1179.0,1189.99,1171.69,1175.79,2829161,3335011072.0,3050870.0,3578857.0,2933042.0,18.299999999999955,-0.0027226463104326006,769145865.0,68.6818873623282,70.97613431303728,64.09339346091002,-4.342115830699134,12380.3216717074,-0.00852289991514811,1.0
192,SH600519,2019-10-21,1171.86,1178.9,1163.3,1168.5,2527467,2955023872.0,2829161.0,4117370.0,4489077.0,15.600000000000136,-0.0028672367006296827,766618398.0,64.37658669958076,68.77628510855176,55.57718988163876,76.56561952491526,12364.877497623684,-0.00852289991514811,1.0
193,SH600519,2019-10-22,1178.0,1181.5,1163.89,1170.8,1930943,2262188288.0,2527467.0,2868925.0,2823433.0,17.6099999999999,-0.006112054329371855,768549341.0,62.225181182431896,66.59258379984514,53.4903759476054,89.8437378406545,12357.927417327159,-0.00847233741910667,1.0
